student_id,course,course_type,year,month,total_days,days_present,attendance_pct
GTC0043,BA,UG,2,Nov,20,17,85.28
GTC0043,BA,UG,2,Dec,18,11,62.59
GTC0043,BA,UG,2,Jan,22,16,72.48
GTC0043,BA,UG,2,Feb,24,18,76.02
GTC0043,BA,UG,2,Mar,26,18,70.53
GTC0043,BA,UG,2,Apr,25,24,95.48
GTC0044,BA,UG,2,Jul,26,24,92.0
GTC0044,BA,UG,2,Aug,25,22,88.15
GTC0044,BA,UG,2,Sep,24,17,69.2
GTC0044,BA,UG,2,Oct,23,10,42.59
GTC0044,BA,UG,2,Nov,20,14,71.57
GTC0044,BA,UG,2,Dec,18,12,65.38
GTC0044,BA,UG,2,Jan,22,17,76.04
GTC0044,BA,UG,2,Feb,24,21,86.35
GTC0044,BA,UG,2,Mar,26,19,73.88
GTC0044,BA,UG,2,Apr,25,19,77.72
GTC0045,BA,UG,2,Jul,26,18,69.49
GTC0045,BA,UG,2,Aug,25,21,83.5
GTC0045,BA,UG,2,Sep,24,19,78.81
GTC0045,BA,UG,2,Oct,23,17,71.76
GTC0045,BA,UG,2,Nov,20,13,65.15
GTC0045,BA,UG,2,Dec,18,14,78.72
GTC0045,BA,UG,2,Jan,22,14,62.7
GTC0045,BA,UG,2,Feb,24,20,82.81
GTC0045,BA,UG,2,Mar,26,19,71.66
GTC0045,BA,UG,2,Apr,25,17,66.47
GTC0046,BA,UG,3,Jul,26,22,85.9
GTC0046,BA,UG,3,Aug,25,23,90.53
GTC0046,BA,UG,3,Sep,24,19,77.92
GTC0046,BA,UG,3,Oct,23,14,59.3
GTC0046,BA,UG,3,Nov,20,15,77.37
GTC0046,BA,UG,3,Dec,18,17,96.74
GTC0046,BA,UG,3,Jan,22,18,80.14
GTC0046,BA,UG,3,Feb,24,18,72.96
GTC0046,BA,UG,3,Mar,26,23,89.16
GTC0046,BA,UG,3,Apr,25,17,67.26
GTC0047,BA,UG,2,Jul,26,16,61.0
GTC0047,BA,UG,2,Aug,25,21,82.64
GTC0047,BA,UG,2,Sep,24,21,85.62
GTC0047,BA,UG,2,Oct,23,23,100.0
GTC0047,BA,UG,2,Nov,20,13,66.93
GTC0047,BA,UG,2,Dec,18,12,66.27
GTC0047,BA,UG,2,Jan,22,16,74.96
GTC0047,BA,UG,2,Feb,24,19,78.92
GTC0047,BA,UG,2,Mar,26,21,79.14
GTC0047,BA,UG,2,Apr,25,20,80.68
GTC0048,BA,UG,1,Jul,26,21,80.54
GTC0048,BA,UG,1,Aug,25,15,61.73
GTC0048,BA,UG,1,Sep,24,18,74.94
GTC0048,BA,UG,1,Oct,23,19,80.83
GTC0048,BA,UG,1,Nov,20,16,80.69
GTC0048,BA,UG,1,Dec,18,13,71.42
GTC0048,BA,UG,1,Jan,22,15,67.21
GTC0048,BA,UG,1,Feb,24,19,77.5
GTC0048,BA,UG,1,Mar,26,20,78.45
GTC0048,BA,UG,1,Apr,25,19,77.87
GTC0049,BA,UG,3,Jul,26,15,58.59
GTC0049,BA,UG,3,Aug,25,18,72.74
GTC0049,BA,UG,3,Sep,24,14,56.43
GTC0049,BA,UG,3,Oct,23,19,81.73
GTC0049,BA,UG,3,Nov,20,14,72.39
GTC0049,BA,UG,3,Dec,18,12,67.84
GTC0049,BA,UG,3,Jan,22,17,76.33
GTC0049,BA,UG,3,Feb,24,17,69.7
GTC0049,BA,UG,3,Mar,26,18,69.12
GTC0049,BA,UG,3,Apr,25,16,65.74
GTC0050,BA,UG,1,Jul,26,26,100.0
GTC0050,BA,UG,1,Aug,25,16,63.66
GTC0050,BA,UG,1,Sep,24,10,43.52
GTC0050,BA,UG,1,Oct,23,13,56.27
GTC0050,BA,UG,1,Nov,20,12,60.35
GTC0050,BA,UG,1,Dec,18,11,63.3
GTC0050,BA,UG,1,Jan,22,17,77.67
GTC0050,BA,UG,1,Feb,24,12,50.45
GTC0050,BA,UG,1,Mar,26,20,75.43
GTC0050,BA,UG,1,Apr,25,20,79.21
GTC0051,BA,UG,1,Jul,26,22,84.48
GTC0051,BA,UG,1,Aug,25,21,82.18
GTC0051,BA,UG,1,Sep,24,16,67.96
GTC0051,BA,UG,1,Oct,23,18,77.51
GTC0051,BA,UG,1,Nov,20,9,46.32
GTC0051,BA,UG,1,Dec,18,13,71.35
GTC0051,BA,UG,1,Jan,22,17,77.16
GTC0051,BA,UG,1,Feb,24,15,60.83
GTC0051,BA,UG,1,Mar,26,17,65.86
GTC0051,BA,UG,1,Apr,25,16,63.32
GTC0052,BA,UG,1,Jul,26,22,83.69
GTC0052,BA,UG,1,Aug,25,19,77.07
GTC0052,BA,UG,1,Sep,24,19,80.43
GTC0052,BA,UG,1,Oct,23,16,68.27
GTC0052,BA,UG,1,Nov,20,10,51.23
GTC0052,BA,UG,1,Dec,18,11,63.51
GTC0052,BA,UG,1,Jan,22,17,78.46
GTC0052,BA,UG,1,Feb,24,14,60.26
GTC0052,BA,UG,1,Mar,26,16,62.05
GTC0052,BA,UG,1,Apr,25,15,61.6
GTC0053,BA,UG,1,Jul,26,19,72.27
GTC0053,BA,UG,1,Aug,25,23,91.44
GTC0053,BA,UG,1,Sep,24,24,100.0
GTC0053,BA,UG,1,Oct,23,15,67.13
GTC0053,BA,UG,1,Nov,20,11,56.25
GTC0053,BA,UG,1,Dec,18,13,73.15
GTC0053,BA,UG,1,Jan,22,16,72.12
GTC0053,BA,UG,1,Feb,24,15,64.45
GTC0053,BA,UG,1,Mar,26,16,59.66
GTC0053,BA,UG,1,Apr,25,18,70.02
GTC0054,BA,UG,2,Jul,26,26,100.0
GTC0054,BA,UG,2,Aug,25,22,87.85
GTC0054,BA,UG,2,Sep,24,17,70.84
GTC0054,BA,UG,2,Oct,23,13,56.05
GTC0054,BA,UG,2,Nov,20,19,97.36
GTC0054,BA,UG,2,Dec,18,11,63.41
