student_id,course,course_type,year,subject,marks,max_marks,grade,result
GTC0026,BA,UG,2,English,71.8,100,B,Pass
GTC0026,BA,UG,2,History,64.0,100,B,Pass
GTC0026,BA,UG,2,Political Science,75.3,100,A,Pass
GTC0026,BA,UG,2,Geography,72.3,100,B,Pass
GTC0027,BA,UG,2,Hindi,54.4,100,C,Pass
GTC0027,BA,UG,2,English,72.3,100,B,Pass
GTC0027,BA,UG,2,History,56.7,100,C,Pass
GTC0027,BA,UG,2,Political Science,79.3,100,A,Pass
GTC0027,BA,UG,2,Geography,70.4,100,B,Pass
GTC0028,BA,UG,2,Hindi,56.5,100,C,Pass
GTC0028,BA,UG,2,English,49.5,100,C,Pass
GTC0028,BA,UG,2,History,57.4,100,C,Pass
GTC0028,BA,UG,2,Political Science,60.5,100,B,Pass
GTC0028,BA,UG,2,Geography,51.7,100,C,Pass
GTC0029,BA,UG,1,Hindi,66.5,100,B,Pass
GTC0029,BA,UG,1,English,48.5,100,C,Pass
GTC0029,BA,UG,1,History,45.2,100,C,Pass
GTC0029,BA,UG,1,Political Science,53.8,100,C,Pass
GTC0029,BA,UG,1,Geography,59.0,100,C,Pass
GTC0030,BA,UG,2,Hindi,57.5,100,C,Pass
GTC0030,BA,UG,2,English,73.1,100,B,Pass
GTC0030,BA,UG,2,History,57.3,100,C,Pass
GTC0030,BA,UG,2,Political Science,85.3,100,A,Pass
GTC0030,BA,UG,2,Geography,68.5,100,B,Pass
GTC0031,BA,UG,1,Hindi,59.4,100,C,Pass
GTC0031,BA,UG,1,English,50.7,100,C,Pass
GTC0031,BA,UG,1,History,49.0,100,C,Pass
GTC0031,BA,UG,1,Political Science,42.4,100,D,Pass
GTC0031,BA,UG,1,Geography,46.8,100,C,Pass
GTC0032,BA,UG,1,Hindi,19.8,100,F,Fail
GTC0032,BA,UG,1,English,4.8,100,F,Fail
GTC0032,BA,UG,1,History,12.9,100,F,Fail
GTC0032,BA,UG,1,Political Science,17.1,100,F,Fail
GTC0032,BA,UG,1,Geography,13.2,100,F,Fail
GTC0033,BA,UG,2,Hindi,96.4,100,A,Pass
GTC0033,BA,UG,2,English,90.0,100,A,Pass
GTC0033,BA,UG,2,History,80.5,100,A,Pass
GTC0033,BA,UG,2,Political Science,93.1,100,A,Pass
GTC0033,BA,UG,2,Geography,83.5,100,A,Pass
GTC0034,BA,UG,2,Hindi,69.9,100,B,Pass
GTC0034,BA,UG,2,English,71.4,100,B,Pass
GTC0034,BA,UG,2,History,79.0,100,A,Pass
GTC0034,BA,UG,2,Political Science,64.1,100,B,Pass
GTC0034,BA,UG,2,Geography,72.6,100,B,Pass
GTC0035,BA,UG,3,Hindi,47.1,100,C,Pass
GTC0035,BA,UG,3,English,42.6,100,D,Pass
GTC0035,BA,UG,3,History,43.5,100,D,Pass
GTC0035,BA,UG,3,Political Science,53.2,100,C,Pass
GTC0035,BA,UG,3,Geography,47.7,100,C,Pass
GTC0036,BA,UG,2,Hindi,45.2,100,C,Pass
GTC0036,BA,UG,2,English,53.2,100,C,Pass
GTC0036,BA,UG,2,History,44.9,100,D,Pass
GTC0036,BA,UG,2,Political Science,33.4,100,D,Pass
GTC0036,BA,UG,2,Geography,51.7,100,C,Pass
GTC0037,BA,UG,2,Hindi,51.2,100,C,Pass
GTC0037,BA,UG,2,English,47.5,100,C,Pass
GTC0037,BA,UG,2,History,61.1,100,B,Pass
GTC0037,BA,UG,2,Political Science,39.7,100,D,Pass
GTC0037,BA,UG,2,Geography,49.0,100,C,Pass
GTC0038,BA,UG,2,Hindi,53.4,100,C,Pass
GTC0038,BA,UG,2,English,50.1,100,C,Pass
GTC0038,BA,UG,2,History,49.2,100,C,Pass
GTC0038,BA,UG,2,Political Science,56.0,100,C,Pass
GTC0038,BA,UG,2,Geography,39.9,100,D,Pass
GTC0039,BA,UG,3,Hindi,85.1,100,A,Pass
GTC0039,BA,UG,3,English,99.0,100,A,Pass
GTC0039,BA,UG,3,History,93.0,100,A,Pass
GTC0039,BA,UG,3,Political Science,91.6,100,A,Pass
GTC0039,BA,UG,3,Geography,81.1,100,A,Pass
GTC0040,BA,UG,3,Hindi,37.0,100,D,Pass
GTC0040,BA,UG,3,English,54.4,100,C,Pass
GTC0040,BA,UG,3,History,47.2,100,C,Pass
GTC0040,BA,UG,3,Political Science,54.9,100,C,Pass
GTC0040,BA,UG,3,Geography,47.6,100,C,Pass
GTC0041,BA,UG,1,Hindi,33.7,100,D,Pass
GTC0041,BA,UG,1,English,26.9,100,F,Fail
GTC0041,BA,UG,1,History,26.9,100,F,Fail
GTC0041,BA,UG,1,Political Science,35.2,100,D,Pass
GTC0041,BA,UG,1,Geography,33.3,100,D,Pass
GTC0042,BA,UG,1,Hindi,36.0,100,D,Pass
GTC0042,BA,UG,1,English,27.9,100,F,Fail
GTC0042,BA,UG,1,History,24.2,100,F,Fail
GTC0042,BA,UG,1,Political Science,16.8,100,F,Fail
GTC0042,BA,UG,1,Geography,33.9,100,D,Pass
GTC0043,BA,UG,2,Hindi,36.0,100,D,Pass
GTC0043,BA,UG,2,English,58.8,100,C,Pass
GTC0043,BA,UG,2,History,39.0,100,D,Pass
GTC0043,BA,UG,2,Political Science,33.0,100,D,Pass
GTC0043,BA,UG,2,Geography,33.8,100,D,Pass
GTC0044,BA,UG,2,Hindi,49.5,100,C,Pass
GTC0044,BA,UG,2,English,52.7,100,C,Pass
GTC0044,BA,UG,2,History,56.2,100,C,Pass
GTC0044,BA,UG,2,Political Science,69.2,100,B,Pass
GTC0044,BA,UG,2,Geography,59.8,100,C,Pass
GTC0045,BA,UG,2,Hindi,24.2,100,F,Fail
GTC0045,BA,UG,2,English,36.9,100,D,Pass
GTC0045,BA,UG,2,History,10.7,100,F,Fail
GTC0045,BA,UG,2,Political Science,18.4,100,F,Fail
GTC0045,BA,UG,2,Geography,23.8,100,F,Fail
GTC0046,BA,UG,3,Hindi,86.8,100,A,Pass
GTC0046,BA,UG,3,English,76.5,100,A,Pass
GTC0046,BA,UG,3,History,81.4,100,A,Pass
GTC0046,BA,UG,3,Political Science,73.1,100,B,Pass
GTC0046,BA,UG,3,Geography,86.2,100,A,Pass
GTC0047,BA,UG,2,Hindi,60.4,100,B,Pass
GTC0047,BA,UG,2,English,56.6,100,C,Pass
GTC0047,BA,UG,2,History,70.0,100,B,Pass
GTC0047,BA,UG,2,Political Science,52.0,100,C,Pass
GTC0047,BA,UG,2,Geography,61.7,100,B,Pass
GTC0048,BA,UG,1,Hindi,40.1,100,D,Pass
GTC0048,BA,UG,1,English,52.5,100,C,Pass
GTC0048,BA,UG,1,History,56.0,100,C,Pass
GTC0048,BA,UG,1,Political Science,47.3,100,C,Pass
GTC0048,BA,UG,1,Geography,55.9,100,C,Pass
GTC0049,BA,UG,3,Hindi,50.0,100,C,Pass
GTC0049,BA,UG,3,English,39.6,100,D,Pass
GTC0049,BA,UG,3,History,31.9,100,F,Fail
GTC0049,BA,UG,3,Political Science,42.8,100,D,Pass
GTC0049,BA,UG,3,Geography,38.6,100,D,Pass
GTC0050,BA,UG,1,Hindi,35.0,100,D,Pass
GTC0050,BA,UG,1,English,42.3,100,D,Pass
GTC0050,BA,UG,1,History,48.4,100,C,Pass
GTC0050,BA,UG,1,Political Science,45.6,100,C,Pass
GTC0050,BA,UG,1,Geography,43.4,100,D,Pass
GTC0051,BA,UG,1,Hindi,37.5,100,D,Pass
GTC0051,BA,UG,1,English,48.6,100,C,Pass
GTC0051,BA,UG,1,History,47.5,100,C,Pass
GTC0051,BA,UG,1,Political Science,56.4,100,C,Pass
GTC0051,BA,UG,1,Geography,42.2,100,D,Pass
GTC0052,BA,UG,1,Hindi,31.1,100,F,Fail
GTC0052,BA,UG,1,English,35.3,100,D,Pass
GTC0052,BA,UG,1,History,35.0,100,D,Pass
GTC0052,BA,UG,1,Political Science,46.8,100,C,Pass
GTC0052,BA,UG,1,Geography,39.6,100,D,Pass
GTC0053,BA,UG,1,Hindi,56.7,100,C,Pass
GTC0053,BA,UG,1,English,51.0,100,C,Pass
GTC0053,BA,UG,1,History,48.1,100,C,Pass
GTC0053,BA,UG,1,Political Science,57.5,100,C,Pass
GTC0053,BA,UG,1,Geography,53.5,100,C,Pass
GTC0054,BA,UG,2,Hindi,62.3,100,B,Pass
GTC0054,BA,UG,2,English,89.8,100,A,Pass
GTC0054,BA,UG,2,History,70.0,100,B,Pass
GTC0054,BA,UG,2,Political Science,82.7,100,A,Pass
GTC0054,BA,UG,2,Geography,79.1,100,A,Pass
GTC0055,BA,UG,1,Hindi,59.8,100,C,Pass
GTC0055,BA,UG,1,English,52.6,100,C,Pass
GTC0055,BA,UG,1,History,68.9,100,B,Pass
GTC0055,BA,UG,1,Political Science,66.6,100,B,Pass
GTC0055,BA,UG,1,Geography,50.8,100,C,Pass
GTC0056,BA,UG,1,Hindi,77.4,100,A,Pass
GTC0056,BA,UG,1,English,84.3,100,A,Pass
GTC0056,BA,UG,1,History,63.8,100,B,Pass
GTC0056,BA,UG,1,Political Science,58.1,100,C,Pass
GTC0056,BA,UG,1,Geography,58.3,100,C,Pass
GTC0057,BA,UG,1,Hindi,82.6,100,A,Pass
GTC0057,BA,UG,1,English,69.7,100,B,Pass
GTC0057,BA,UG,1,History,65.6,100,B,Pass
GTC0057,BA,UG,1,Political Science,67.2,100,B,Pass
GTC0057,BA,UG,1,Geography,57.0,100,C,Pass
GTC0058,BA,UG,2,Hindi,41.6,100,D,Pass
GTC0058,BA,UG,2,English,43.1,100,D,Pass
GTC0058,BA,UG,2,History,37.9,100,D,Pass
GTC0058,BA,UG,2,Political Science,48.2,100,C,Pass
GTC0058,BA,UG,2,Geography,44.4,100,D,Pass
GTC0059,BA,UG,2,Hindi,49.1,100,C,Pass
GTC0059,BA,UG,2,English,65.1,100,B,Pass
GTC0059,BA,UG,2,History,50.1,100,C,Pass
GTC0059,BA,UG,2,Political Science,62.8,100,B,Pass
GTC0059,BA,UG,2,Geography,44.1,100,D,Pass
GTC0060,BA,UG,3,Hindi,38.8,100,D,Pass
GTC0060,BA,UG,3,English,49.6,100,C,Pass
GTC0060,BA,UG,3,History,28.3,100,F,Fail
GTC0060,BA,UG,3,Political Science,39.7,100,D,Pass
GTC0060,BA,UG,3,Geography,35.5,100,D,Pass
GTC0061,BA,UG,2,Hindi,71.0,100,B,Pass
GTC0061,BA,UG,2,English,54.5,100,C,Pass
GTC0061,BA,UG,2,History,72.9,100,B,Pass
GTC0061,BA,UG,2,Political Science,72.9,100,B,Pass
GTC0061,BA,UG,2,Geography,74.3,100,B,Pass
GTC0062,BA,UG,2,Hindi,56.8,100,C,Pass
GTC0062,BA,UG,2,English,39.7,100,D,Pass
GTC0062,BA,UG,2,History,44.9,100,D,Pass
GTC0062,BA,UG,2,Political Science,40.0,100,D,Pass
GTC0062,BA,UG,2,Geography,55.3,100,C,Pass
GTC0063,BA,UG,2,Hindi,40.5,100,D,Pass
GTC0063,BA,UG,2,English,40.6,100,D,Pass
GTC0063,BA,UG,2,History,47.7,100,C,Pass
GTC0063,BA,UG,2,Political Science,47.2,100,C,Pass
GTC0063,BA,UG,2,Geography,42.5,100,D,Pass
GTC0064,BA,UG,1,Hindi,38.9,100,D,Pass
GTC0064,BA,UG,1,English,44.2,100,D,Pass
GTC0064,BA,UG,1,History,39.1,100,D,Pass
GTC0064,BA,UG,1,Political Science,49.7,100,C,Pass
GTC0064,BA,UG,1,Geography,44.8,100,D,Pass
GTC0065,BA,UG,3,Hindi,47.5,100,C,Pass
GTC0065,BA,UG,3,English,34.2,100,D,Pass
GTC0065,BA,UG,3,History,51.4,100,C,Pass
GTC0065,BA,UG,3,Political Science,50.1,100,C,Pass
GTC0065,BA,UG,3,Geography,42.7,100,D,Pass
GTC0066,BA,UG,2,Hindi,49.2,100,C,Pass
GTC0066,BA,UG,2,English,37.2,100,D,Pass
GTC0066,BA,UG,2,History,53.4,100,C,Pass
GTC0066,BA,UG,2,Political Science,53.9,100,C,Pass
GTC0066,BA,UG,2,Geography,40.8,100,D,Pass
GTC0067,BA,UG,3,Hindi,68.4,100,B,Pass
GTC0067,BA,UG,3,English,47.8,100,C,Pass
GTC0067,BA,UG,3,History,45.0,100,C,Pass
GTC0067,BA,UG,3,Political Science,48.7,100,C,Pass
GTC0067,BA,UG,3,Geography,58.5,100,C,Pass
GTC0068,BA,UG,1,Hindi,42.0,100,D,Pass
GTC0068,BA,UG,1,English,61.8,100,B,Pass
GTC0068,BA,UG,1,History,50.3,100,C,Pass
GTC0068,BA,UG,1,Political Science,54.9,100,C,Pass
GTC0068,BA,UG,1,Geography,56.2,100,C,Pass
GTC0069,BA,UG,1,Hindi,40.3,100,D,Pass
GTC0069,BA,UG,1,English,34.8,100,D,Pass
GTC0069,BA,UG,1,History,41.8,100,D,Pass
GTC0069,BA,UG,1,Political Science,35.3,100,D,Pass
GTC0069,BA,UG,1,Geography,17.0,100,F,Fail
GTC0070,BA,UG,3,Hindi,68.6,100,B,Pass
GTC0070,BA,UG,3,English,74.3,100,B,Pass
GTC0070,BA,UG,3,History,64.1,100,B,Pass
GTC0070,BA,UG,3,Political Science,69.7,100,B,Pass
GTC0070,BA,UG,3,Geography,60.8,100,B,Pass
GTC0071,BA,UG,1,Hindi,48.0,100,C,Pass
GTC0071,BA,UG,1,English,43.6,100,D,Pass
GTC0071,BA,UG,1,History,17.0,100,F,Fail
GTC0071,BA,UG,1,Political Science,20.1,100,F,Fail
GTC0071,BA,UG,1,Geography,32.0,100,F,Fail
GTC0072,BA,UG,3,Hindi,77.6,100,A,Pass
GTC0072,BA,UG,3,English,72.1,100,B,Pass
GTC0072,BA,UG,3,History,69.9,100,B,Pass
GTC0072,BA,UG,3,Political Science,68.9,100,B,Pass
GTC0072,BA,UG,3,Geography,59.6,100,C,Pass
GTC0073,BA,UG,2,Hindi,66.5,100,B,Pass
GTC0073,BA,UG,2,English,66.7,100,B,Pass
GTC0073,BA,UG,2,History,64.9,100,B,Pass
GTC0073,BA,UG,2,Political Science,43.6,100,D,Pass
GTC0073,BA,UG,2,Geography,57.2,100,C,Pass
GTC0074,BA,UG,3,Hindi,55.7,100,C,Pass
GTC0074,BA,UG,3,English,49.8,100,C,Pass
GTC0074,BA,UG,3,History,63.4,100,B,Pass
GTC0074,BA,UG,3,Political Science,62.8,100,B,Pass
GTC0074,BA,UG,3,Geography,60.3,100,B,Pass
GTC0075,BA,UG,3,Hindi,40.8,100,D,Pass
GTC0075,BA,UG,3,English,32.8,100,F,Fail
GTC0075,BA,UG,3,History,15.8,100,F,Fail
GTC0075,BA,UG,3,Political Science,29.8,100,F,Fail
GTC0075,BA,UG,3,Geography,32.8,100,F,Fail
GTC0076,BA,UG,2,Hindi,45.9,100,C,Pass
GTC0076,BA,UG,2,English,46.0,100,C,Pass
GTC0076,BA,UG,2,History,43.9,100,D,Pass
GTC0076,BA,UG,2,Political Science,38.4,100,D,Pass
GTC0076,BA,UG,2,Geography,47.6,100,C,Pass
GTC0077,BA,UG,1,Hindi,66.7,100,B,Pass
GTC0077,BA,UG,1,English,59.3,100,C,Pass
GTC0077,BA,UG,1,History,68.0,100,B,Pass
GTC0077,BA,UG,1,Political Science,51.4,100,C,Pass
GTC0077,BA,UG,1,Geography,53.7,100,C,Pass
GTC0078,BA,UG,1,Hindi,82.8,100,A,Pass
GTC0078,BA,UG,1,English,78.6,100,A,Pass
GTC0078,BA,UG,1,History,73.2,100,B,Pass
GTC0078,BA,UG,1,Political Science,83.9,100,A,Pass
GTC0078,BA,UG,1,Geography,74.7,100,B,Pass
GTC0079,BA,UG,2,Hindi,37.0,100,D,Pass
GTC0079,BA,UG,2,English,32.5,100,F,Fail
GTC0079,BA,UG,2,History,62.2,100,B,Pass
GTC0079,BA,UG,2,Political Science,47.8,100,C,Pass
GTC0079,BA,UG,2,Geography,51.7,100,C,Pass
GTC0080,BA,UG,3,Hindi,65.6,100,B,Pass
GTC0080,BA,UG,3,English,67.5,100,B,Pass
GTC0080,BA,UG,3,History,67.9,100,B,Pass
GTC0080,BA,UG,3,Political Science,59.9,100,C,Pass
GTC0080,BA,UG,3,Geography,80.6,100,A,Pass
GTC0081,BA,UG,1,Hindi,25.8,100,F,Fail
GTC0081,BA,UG,1,English,31.7,100,F,Fail
GTC0081,BA,UG,1,History,35.6,100,D,Pass
GTC0081,BA,UG,1,Political Science,28.1,100,F,Fail
GTC0081,BA,UG,1,Geography,34.2,100,D,Pass
GTC0082,BA,UG,1,Hindi,58.2,100,C,Pass
GTC0082,BA,UG,1,English,83.6,100,A,Pass
GTC0082,BA,UG,1,History,66.9,100,B,Pass
GTC0082,BA,UG,1,Political Science,69.5,100,B,Pass
GTC0082,BA,UG,1,Geography,66.2,100,B,Pass
GTC0083,BA,UG,1,Hindi,67.0,100,B,Pass
GTC0083,BA,UG,1,English,57.0,100,C,Pass
GTC0083,BA,UG,1,History,70.8,100,B,Pass
GTC0083,BA,UG,1,Political Science,68.8,100,B,Pass
GTC0083,BA,UG,1,Geography,64.8,100,B,Pass
GTC0084,BA,UG,2,Hindi,80.3,100,A,Pass
GTC0084,BA,UG,2,English,66.5,100,B,Pass
GTC0084,BA,UG,2,History,79.1,100,A,Pass
GTC0084,BA,UG,2,Political Science,50.8,100,C,Pass
GTC0084,BA,UG,2,Geography,76.8,100,A,Pass
GTC0085,BA,UG,2,Hindi,33.4,100,D,Pass
GTC0085,BA,UG,2,English,40.9,100,D,Pass
GTC0085,BA,UG,2,History,35.2,100,D,Pass
GTC0085,BA,UG,2,Political Science,44.6,100,D,Pass
GTC0085,BA,UG,2,Geography,47.4,100,C,Pass
GTC0086,BA,UG,3,Hindi,70.2,100,B,Pass
GTC0086,BA,UG,3,English,65.3,100,B,Pass
GTC0086,BA,UG,3,History,80.5,100,A,Pass
GTC0086,BA,UG,3,Political Science,58.9,100,C,Pass
GTC0086,BA,UG,3,Geography,53.0,100,C,Pass
GTC0087,BA,UG,2,Hindi,75.8,100,A,Pass
GTC0087,BA,UG,2,English,68.2,100,B,Pass
GTC0087,BA,UG,2,History,67.0,100,B,Pass
GTC0087,BA,UG,2,Political Science,61.8,100,B,Pass
GTC0087,BA,UG,2,Geography,56.0,100,C,Pass
GTC0088,BA,UG,2,Hindi,63.3,100,B,Pass
GTC0088,BA,UG,2,English,69.9,100,B,Pass
GTC0088,BA,UG,2,History,67.3,100,B,Pass
GTC0088,BA,UG,2,Political Science,57.4,100,C,Pass
GTC0088,BA,UG,2,Geography,61.3,100,B,Pass
GTC0089,BA,UG,2,Hindi,66.5,100,B,Pass
GTC0089,BA,UG,2,English,83.0,100,A,Pass
GTC0089,BA,UG,2,History,74.1,100,B,Pass
GTC0089,BA,UG,2,Political Science,69.1,100,B,Pass
GTC0089,BA,UG,2,Geography,69.5,100,B,Pass
GTC0090,BA,UG,3,Hindi,43.9,100,D,Pass
GTC0090,BA,UG,3,English,54.1,100,C,Pass
GTC0090,BA,UG,3,History,41.8,100,D,Pass
GTC0090,BA,UG,3,Political Science,46.4,100,C,Pass
GTC0090,BA,UG,3,Geography,45.4,100,C,Pass
GTC0091,BA,UG,1,Hindi,65.2,100,B,Pass
GTC0091,BA,UG,1,English,68.7,100,B,Pass
GTC0091,BA,UG,1,History,60.8,100,B,Pass
GTC0091,BA,UG,1,Political Science,76.6,100,A,Pass
GTC0091,BA,UG,1,Geography,62.1,100,B,Pass
GTC0092,BA,UG,3,Hindi,56.4,100,C,Pass
GTC0092,BA,UG,3,English,72.3,100,B,Pass
GTC0092,BA,UG,3,History,64.2,100,B,Pass
GTC0092,BA,UG,3,Political Science,63.2,100,B,Pass
GTC0092,BA,UG,3,Geography,54.5,100,C,Pass
GTC0093,BA,UG,3,Hindi,0.0,100,F,Fail
GTC0093,BA,UG,3,English,0.0,100,F,Fail
GTC0093,BA,UG,3,History,14.4,100,F,Fail
GTC0093,BA,UG,3,Political Science,0.0,100,F,Fail
GTC0093,BA,UG,3,Geography,2.9,100,F,Fail
GTC0094,BA,UG,2,Hindi,53.9,100,C,Pass
GTC0094,BA,UG,2,English,67.8,100,B,Pass
GTC0094,BA,UG,2,History,67.1,100,B,Pass
GTC0094,BA,UG,2,Political Science,57.0,100,C,Pass
GTC0094,BA,UG,2,Geography,56.1,100,C,Pass
GTC0095,BA,UG,1,Hindi,41.4,100,D,Pass
